id,clio_id_display,author_display,author_vern_display,author_facet,format,isbn_display,language_facet,database_restrictions_display,material_type_display,lc_callnum_display,full_publisher_display,location_call_number_id_display,published_display,published_vern_display,title_display,title_vern_display,subject_topic_facet,subject_geo_facet,subject_era_facet,subtitle_display,subtitle_vern_display,url_fulltext_display,url_munged_display,url_suppl_display
7207299,7207299,"Frommer\, Harvey",,,Books,1589792548,English,,"xiv\, 189 p.\, [14] p. of plates",,"Lanham\, Md. : Taylor Trade Pub. : Distributed by National Book Network\, c2006.","SML\, Stacks\, LC Classification >>  GV863.A1 F756X 2006 (LC)|DELIM|7733682",,,Old time baseball,,"Baseball,History",United States,,America's pastime in the gilded age,,,Table of contents~|Z|~http://www.loc.gov/catdir/toc/ecip0515/2005019236.html,
6563151,6563151,"Perry\, Thomas K.\, 1952-",,,Books,786418753,English,,"xii\, 315 p.",,"Jefferson\, N.C. : McFarland\, 2004\, c1993.","SML\, Stacks\, LC Classification >>  GV863.S6 P47X 2004 (LC)|DELIM|7189914",,,Textile league baseball,,"Jackson\, Joe\, 1888-1951,Osteen\, Champ\, 1877-1962,Major League Baseball (Organization),History,Baseball",South Carolina,,"South Carolina's mill teams\, 1880-1955",,,,
9748151,9748151,,,,Video,"14,229,211,829,781,400,000,000",English,,1 videodisc (91 min.),,"[United States] : Docuramafilms : Distributed by New Video\, c2011.","FILM STUDY CENTER\, DVD >>  videodvd 2011|DELIM|10062019",,,Jews and baseball,,"Baseball,Baseball players,Jewish baseball players,Jews,History",United States,,an American love story,,,,
5125105,5125105,"United States. Congress. Senate. Committee on the Judiciary. Subcommittee on Antitrust\, Monopolies\, and Business Rights",,,Books,016041038X,English,,"v\, 440 p.",,"Washington : U.S. G.P.O. : For sale by the U.S. G.P.O.\, Supt. of Docs.\, Congressional Sales Office\, 1993.",LSF - Request for delivery to any Yale Library >>  Y 4.J 89/2:S.HRG.102-1094|DELIM|5524897,,,Baseball's antitrust immunity,,"Baseball,Antitrust law,Law and legislation",United States,,"hearing before the Subcommittee on Antitrust\, Monopolies\, and Business Rights of the Committee on the Judiciary\, United States Senate\, One Hundred Second Congress\, second session ... December 10\, 1992",,,,
b210749,b210749,"United States. Congress. Senate. Committee on the Judiciary. Subcommittee on Antitrust\, Monopolies\, and Business Rights",,,Books,016041038X,English,,"v\, 440 p.",,"Washington : U.S. G.P.O. : For sale by the U.S. G.P.O.\, Supt. of Docs.\, Congressional Sales Office\, 1993.",Law Library >> CH 102 SJ 27 |DELIM|b2107491,,,Baseball's antitrust immunity,,"Baseball,Antitrust law,Law and legislation",United States,,"hearing before the Subcommittee on Antitrust\, Monopolies\, and Business Rights of the Committee on the Judiciary\, United States Senate\, One Hundred Second Congress\, second session ... December 10\, 1992",,,,
1181548,1181548,"Young\, A. S. (Andrew Sturgeon)\, 1919-",,,Books,,English,,248 p.,,"New York : A.S. Barnes\, [1953]","BEINECKE (Non-Circulating) >>  JWJ Zan3 953y|DELIM|1321468,LSF - Request for delivery to any Yale Library >>  NLj17 953Y|DELIM|1321469",,,Great Negro baseball stars,,"Baseball players,African American athletes,Baseball",United States,,and how they made the major leagues,,,,
12541182,12541182,"Bruns\, Roger A.\, 1941-",,,Books,"97,814,408,303,341,400,000,000",English,,"xx\, 216 pages",,"Santa Barbara\, California : Praeger\, [2015]","SML\, Stacks\, LC Classification >>  GV880.22 .B78X 2015 (LC)|DELIM|12668019",,,Finding baseball's next Clemente,,"Baseball players,Baseball,Recruiting,Abuse of,Corrupt practices","Latin America,United States",,combating scandal in Latino recruiting,,,,
6594119,6594119,"Lanctot\, Neil\, 1966-",,,Books,812238079,English,,"xi\, 496 p.",,"Philadelphia : University of Pennsylvania Press\, c2004.","Bass Library\, Stacks >>  GV875.N35 L36X 2004 (LC)|DELIM|7214351,LSF - Request for delivery to any Yale Library >>  GV875.N35 L36X 2004 (LC)|DELIM|7270844",,,Negro league baseball,,"Negro leagues,Baseball,History",United States,,the rise and ruin of a Black institution,,,,
7477498,7477498,"Angus\, Jeff",,,Books,"97,800,611,190,710,000,000,000",English,,254 p.,,"New York : Collins\, 2006.","SML\, Stacks\, LC Classification >>  HD31 .A566X 2006 (LC)|DELIM|7991288",,,Management by baseball,,"Management,Employee empowerment,Organizational change,Organizational effectiveness,Baseball",,,the official rules for winning management in any field,,,,
b1076348,b1076348,"Gould\, William B.\, IV",,,Books,"97,807,864,651,560,700,000,000",English,,"vii\, 318 p.",,"Jefferson\, N.C. : McFarland & Co.\, c2011.",Law Library >> GV880 .G68X 2011 |DELIM|b1076348x,,,Bargaining with baseball,,"Baseball,Discrimination in sports,Baseball players,Free agents (Sports),Professional sports contracts,Professional sports,Collective bargaining,Economic aspects,History,Salaries\, etc,Law and legislation,Sports",United States,,labor relations in an age of prosperous turmoil,,,,
9748407,9748407,,,,Books,"97,816,023,995,701,600,000,000",English,,"xlv\, 374 p.",,"New York\, NY : Skyhorse Pub.\, c2010.","SML\, Starr Main Reference Room (Non-Circulating) >>  GV877 .B333X 2010 (LC)|DELIM|10062235",,,The baseball maniac's almanac,,"Baseball,Baseball players,Records",United States,,"the absolutely\, positively\, and without question greatest book of facts\, figures\, and astonishing lists ever compiled",,,,
3079612,3079612,"Laird\, A. W.",,,Books,899504973,English,,"xvii\, 218 p.",,"Jefferson\, N.C. : McFarland\, c1990.","SML\, Stacks\, LC Classification >>  GV865 A1 L34 1990 (LC)|DELIM|3376572",,,Ranking baseball's elite,,"Baseball players,Rating of",United States,,"an analysis derived from player statistics\, 1893-1987",,,,
12371013,12371013,"Burk\, Robert Fredrick\, 1955-",,,"Books,Online","2,520,967,039,780,250,000,000",English,Access restricted by licensing agreement.,1 online resource (pages cm),,"Urbana : University of Ilinois Press\, [2015] (Baltimore\, Md. : Project MUSE\, 2015)",Yale Internet Resource >> Online Resource|DELIM|12529670,,,"Marvin Miller\, baseball revolutionary",,"Miller\, Marvin\, 1917-2012",,,,,,Online book~|Z|~http://muse.jhu.edu/books/9780252096709,
4890418,4890418,"Lester\, Larry",,,Books,803280009,English,,"xviii\, 498 p.",,"Lincoln : University of Nebraska Press\, c2001.",LSF - Request for delivery to any Yale Library >>  GV878.2 L47X 2001 (LC)|DELIM|5289041,,,Black baseball's national showcase,,"East-West All-Star Game (Baseball game),History,Negro leagues",,,"the East-West All-Star Game\, 1933-1953",,,,
12251139,12251139,"Roessner\, Amber\, 1980-",,,Books,"978,080,715,611,708,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",English,,"xi\, 227 pages",,"Baton Rouge : Louisiana State University Press\, [2014]","SML\, Stacks\, LC Classification >>  GV867.64 .R64X 2014 (LC)|DELIM|12422179",,,Inventing baseball heroes,,"Cobb\, Ty\, 1886-1961,Mathewson\, Christy\, 1880-1925,Baseball,Mass media and sports,Sports journalism,Athletes in mass media,Social aspects,History",United States,,"Ty Cobb\, Christy Mathewson\, and the sporting press in America",,,,
7859931,7859931,,,,Books,"7,864,267,489,780,780,000,000",English,,"vii\, 259 p.",,"Jefferson\, N.C. : McFarland & Co.\, c2006.","SML\, Stacks\, LC Classification >>  GV863.I32 C453X 2006 (LC)|DELIM|8312130",,,Black baseball and Chicago,,"Baseball,Negro leagues,African American baseball players,History","Illinois,Chicago,United States",,"essays on the players\, teams\, and games of the Negro leagues' most important city",,,Table of contents~|Z|~http://www.loc.gov/catdir/toc/ecip0613/2006016327.html,
216326,216326,"Danzig\, Allison",,,Books,,English,,412 p.,,"Englewood Cliffs\, N. J. Prentice-Hall\, [1959]","Bass Library\, Stacks >>  GV863 D35 (LC)+ Oversize|DELIM|258303,Bass Library\, Stacks >>  GV863 D35+ Oversize|DELIM|258304",,,The history of baseball,,"Baseball,History",,,"its great players\, teams and managers",,,,
9875125,9875125,"Green\, Shawn",,,Books,"97,814,391,911,941,400,000,000",English,,208 p.,,"New York : Simon & Schuster\, 2011.","SML\, Stacks\, LC Classification >>  GV865.G67 A3X 2011 (LC)|DELIM|10173155",,,The way of baseball,,"Green\, Shawn,Baseball players,Baseball,Philosophy",United States,,finding stillness at 95 mph,,,,
7475648,7475648,"Belliotti\, Raymond A.\, 1948-",,,Books,773458891,English,,"vi\, 215 p.\, [12] leaves of plates",,"Lewiston\, N.Y. : Edwin Mellen Press\, c2006.",LSF - Request for delivery to any Yale Library >>  GV706 .B277X 2006 (LC)|DELIM|7990150,,,The philosophy of baseball,,"Sports,Conduct of life,Philosophy",,,how to play the game of life,,,,
6673000,6673000,,,,Books,"0803229755,080320423X",English,,"ix\, 194 p.",,"Lincoln : University of Nebraska Press\, c2004.",LSF - Request for delivery to any Yale Library >>  GV873 .G76X 2004 (LC)|DELIM|7278292,,,Growing up with baseball,,"Baseball,Baseball fans",United States,,how we loved and played the game,,,Table of contents~|Z|~http://www.loc.gov/catdir/toc/ecip0413/2004000615.html,
6753973,6753973,"Frommer\, Harvey",,,Books,299196941,English,,"xiii\, 219 p.",,"Madison\, Wis. : University of Wisconsin Press\, c2004.","Bass Library\, Stacks >>  GV863.N72 N483X 2004 (LC)|DELIM|7341736",,,New York City baseball,,"New York Yankees (Baseball team),Brooklyn Dodgers (Baseball team),New York Giants (Baseball team),History,Baseball","New York (State),New York",,"the last golden age\, 1947-1957",,,,
12752020,12752020,"Ross\, Robert B.\, 1976-",,,Books,"97,808,032,494,170,800,000,000",English,,"xx\, 251 pages",,"Lincoln : University of Nebraska Press\, [2016]","SML\, Stacks\, LC Classification >>  GV875.P55 R67X 2016 (LC)|DELIM|12856436",,,The great baseball revolt,,"Players League (Baseball league),History,Baseball",United States,,the rise and fall of the 1890 Players League,,,,
7417230,7417230,"Weisberger\, Bernard A.\, 1922-",,,Books,60592273,English,,213 p.,,"New York : William Morrow\, c2006.","SML\, Stacks\, LC Classification >>  GV878.4 .W45X 2006 (LC)|DELIM|7936831",,,When Chicago ruled baseball,,"Chicago Cubs (Baseball team),Chicago White Sox (Beseball team),History,World Series (Baseball)",,,the Cubs-White Sox World Series of 1906,,,,
5202400,5202400,"United States. Congress. Senate. Committee on the Judiciary. Subcommittee on Antitrust\, Business Rights\, and Competition",,,Books,160661390,English,,"iii\, 86 p.",,"Washington : U.S. G.P.O. : For sale by the Supt. of Docs.\, U.S. G.P.O. [Congressional Sales Office]\, 2001.",LSF - Request for delivery to any Yale Library >>  Y 4.J 89/2:S.HRG.106-1045|DELIM|5602318,,,Baseball's revenue gap,,"Baseball teams,Baseball players,Baseball team owners,Competition\, Unfair,Economic aspects,Salaries\, etc",United States,,"pennant for sale? : hearing before the Subcommittee on Antitrust\, Business Rights\, and Competition of the Committee on the Judiciary\, United States Senate\, One Hundred Sixth Congress\, second session\, November 21\, 2000",,,,
12510112,12510112,"Sawchik\, Travis",,,Books,"97,812,500,635,021,200,000,000",English,,242 pages,,"New York : Flatiron Books\, 2015.","SML\, Stacks\, LC Classification >>  GV875.P5 S28X 2015 (LC)|DELIM|12645537",,,Big data baseball,,"Pittsburgh Pirates (Baseball team),Baseball,Baseball players,Statistical methods,Mathematical models",United States,,"math\, miracles\, and the end of a 20-year losing streak",,,,
7247212,7247212,"Cull\, Robert J.",,,Books,786422513,English,,"vii\, 239 p.",,"Jefferson\, N.C. : McFarland & Co.\, c2006.",LSF - Request for delivery to any Yale Library >>  GV863.A1 C85X 2006 (LC)|DELIM|7769756,,,Rumors of baseball's demise,,"Major League Baseball (Organization),History,Baseball",United States,,how the balance of competition swung and the critics missed,,,Table of contents~|Z|~http://www.loc.gov/catdir/toc/ecip062/2005031456.html,
9069118,9069118,"Jamail\, Milton H.",,,"Books,Online",,English,Access restricted by licensing agreement.,"x\, 257 p.",,"Lincoln : University of Nebraska Press\, c2008.",Yale Internet Resource >> Online Resource|DELIM|9452468,,,"Venezuelan bust\, baseball boom",,"Reiner\, Andr�es\, 1935-,Houston Astros (Baseball team),Baseball,Scouting","Venezuela,Texas,Houston",,Andr�es Reiner and scouting on the new frontier,,,Online book~|Z|~http://site.ebrary.com/lib/yale/Doc?id=10217003,
4003731,4003731,"Wright\, Marshall D.",,,Books,786401818,English,,"x\, 350 p.",,"Jefferson\, N.C. : McFarland & Co.\, c1996.","SML\, Starr Main Reference Room (Non-Circulating) >>  GV863 A1 W752X 1996 (LC)|DELIM|4368547",,,Nineteenth century baseball,,"Baseball,Baseball players,History",United States,,"year-by-year statistics for the major league teams\, 1871 through 1900",,,,
9378576,9378576,,,,Books,"97,807,864,412,970,700,000,000",English,,"vi\, 250 p.",,"Jefferson\, N.C. : McFarland & Co.\, c2010.","SML\, Stacks\, LC Classification >>  GV867.64 .P65X 2010 (LC)|DELIM|9731205",,,The politics of baseball,,"Baseball,Social aspects,Political aspects",United States,,essays on the pastime and power at home and abroad,,,,
3376628,3376628,"Wright\, Russell O.",,,Books,899507123,English,,"xxiv\, 389 p.",,"Jefferson\, N.C. : McFarland\, c1992.","SML\, Stacks\, LC Classification >>  GV863 A1 W753X 1992 (LC)|DELIM|3702168",,,The evolution of baseball,,"Baseball,History,Records",United States,,"a history of the major leagues in graphs\, 1903-1989",,,,
12574170,12574170,"McKnight\, Kirk",,,Books,"9781442244474,144224447X",English,,"xii\, 339 pages",,"Lanham\, Maryland : Rowman & Littlefield\, [2015]","SML\, Stacks\, LC Classification >>  GV879.5 .M35X 2015 (LC)|DELIM|12698070",,,The voices of baseball,,"Baseball fields,Stadiums,Baseball,Baseball teams,Sportscasters,Radio broadcasting of sports,Television broadcasting of sports,History",United States,,the game's greatest broadcasters reflect on America's pastime,,,,
7824815,7824815,"Posnanski\, Joe",,,Books,"97,800,608,540,340,000,000,000",English,,276 p.,,"New York : William Morrow\, c2007.","SML\, Stacks\, LC Classification >>  GV865 O645 P67 2007 (LC)|DELIM|8280177",,,The soul of baseball,,"O'Neil\, Buck\, 1911-2006,Posnanski\, Joe,Travel,Baseball,African American baseball players,Description and travel",United States,,a road trip through Buck O'Neil's America,,,,
4550649,4550649,"Smith\, Red\, 1905-1982",,,Books,1566632897,English,,"xi\, 363 p.",,"Chicago : Ivan R. Dee\, 2000.",LSF - Request for delivery to any Yale Library >>  GV863 A1 S675X 2000 (LC)|DELIM|4939553,,,Red Smith on baseball,,"Baseball,History",United States,,the game's greatest writer on the game's greatest years,,,,
10627984,10627984,"Jamail\, Milton H.",,,"Books,Online","8,032,174,209,780,800,000,000",English,Access restricted by licensing agreement.,"1 online resource (x\, 257 p.\, [13] p. of plates :)",,"Lincoln : University of Nebraska Press\, c2008. (Baltimore\, Md. : Project MUSE\, 2012)",Yale Internet Resource >> Online Resource|DELIM|10821807,,,"Venezuelan bust\, baseball boom",,"Reiner\, Andres\, 1935-,Houston Astros (Baseball team),Baseball,Scouting","Texas,Houston,Venezuela",,Andres Reiner and scouting on the new frontier,,,Online book~|Z|~http://muse.jhu.edu/books/9780803217423,
10627789,10627789,,,,"Books,Online","080320423X,9780803204232",English,Access restricted by licensing agreement.,"1 online resource (ix\, 194 p. )",,"Lincoln : University of Nebraska Press\, c2004. (Baltimore\, Md. : Project MUSE\, 2012)",Yale Internet Resource >> Online Resource|DELIM|10821612,,,Growing up with baseball,,"Baseball fans,Baseball",United States,,how we loved and played the game,,,Online book~|Z|~http://muse.jhu.edu/books/9780803204232,
10102930,10102930,"Freedman\, Lew",,,Books,"9,780,313,378,676,030,000,000,000,000,000,000,000,000,000,000",English,,"xxiv\, 361 p.",,"Santa Barbara\, Calif. : Greenwood\, c2010.","SML\, Stacks\, LC Classification >>  GV865.A1 F7X 2010 (LC)|DELIM|10384745",,,Latino baseball legends,,Baseball players,Latin America,,an encyclopedia,,,,
12722191,12722191,,,,Books,,English,,1 sheet ([1] page),,"[Rochester\, New York?] : [New York Black Yankees?]\, [1947?]",BEINECKE (Non-Circulating) >>  BrSides 2016 9|DELIM|12827829,,,Nite basebal[l],,"New York Black Yankees (Baseball team),Baseball","New York (State),Rochester",,"Red Wing Stadiu[m]\, Rochester\, N.Y. : Thur. nite July 31 - 8.30 : New Yor[k] Black Yankee[s]\, members of Negro National League\, vs",,,,
127404,127404,"Bowering\, George\, 1935-",,,Books,887530125,English,,44 p.,,"Coatsworth\, Ont. : Black Moss Press\, c1976.","LSF - Request for delivery to any Yale Library >>  PR9199.3 B679 P6 1976|DELIM|157481,LSF- BEINECKE >>  2010 52|DELIM|9500678",,,Poem and other baseballs,,Baseball,,,,,,,
11712015,11712015,,,,Books,,German,,[4] p.,,"[S.l.] : Century Co.\, c1893.",LSF - Request for delivery to any Yale Library >>  NLj20 1|DELIM|11837117,,,Base-ball,,,,,,,,,
2907949,2907949,"Ward\, John Montgomery\, 1860-1925",,,Books,,English,,"viii\, 9-149 p. incl. front. (port.) illus.\, diagrs",,"Philadelphia : The athletic publishing company\, 1888.",Unavailable--Try Borrow Direct or Interlibrary Loan >>  NLj20 888w|DELIM|3196369,,,Base-ball,,Baseball,,,"How to become a player\, with the origin\, history\, and explanation of the game",,,,
2932878,2932878,"Ward\, John Montgomery\, 1860-1925",,,Books,,English,,"viii\, 9-158 p. incl. front.\, illus.\, diagrs",,"Philadelphia : The Penn Publishing Company\, 1890.",Unavailable--Try Borrow Direct or Interlibrary Loan >>  NLj20 888wb|DELIM|3222218,,,Base-ball,,Baseball,,,"How to become a player\, with the origin\, history\, and explanation of the game .",,,,
5109405,5109405,,,,Books,,English,,[23] p.,,"[Washington\, D.C.?] : Forest Service\, Dept. of Agriculture : National Association of State Foresters : Ad Council\, [1992?]",LSF - Request for delivery to any Yale Library >>  A 13.2:Sm 7/16|DELIM|5509180,,,Smokey's fire prevention activity book,,"Forest fires,Baseball,Coloring books,Prevention and control",United States,,baseball,,,,
3357560,3357560,"Bjarkman\, Peter C.",,,Books,887364837,English,,,,"Westport CT : Meckler\, 1992.","SML\, Stacks\, LC Classification >>  On Order|DELIM|3681877",,,Baseball and American Society : A textbook of baseball history,,,,,,,,,
9072835,9072835,"Smith\, Myron J.",,,"Books,Online",,English,Access restricted by licensing agreement.,"x\, 1718 p.",,"Jefferson\, N.C. : McFarland & Company\, Inc.\, Publishers\, c2006-",Yale Internet Resource >> Online Resource|DELIM|9455282,,,The baseball bibliography. Volume 1,,Baseball,"United States,Canada",,,,,Online book~|Z|~http://site.ebrary.com/lib/yale/Doc?id=10225157,
2172392,2172392,"Garagiola\, Joe",,,Books,,English,,192 p.,,"Philadelphia\, Lippincott [c1960]","SML\, Linonia & Brothers Room >>  rn 9p|DELIM|2433263",,,Baseball is a funny game,,"Garagiola\, Joe,Baseball players,Baseball,History",United States,,,,,,
563033,563033,"Markham\, Jesse William\, 1916-",,,Books,669036072,English,,"xiv\, 179 p.",,"Lexington\, Mass. : Lexington Books\, c1981.",Ctr for Sci & Soc Sci Info >>  GV880 M37 (LC)|DELIM|643367,,,Baseball economic and public policy,,"Baseball,Antitrust law,Economic aspects,Law and legislation",United States,,,,,,
4635638,4635638,,,,"Software & Datasets,Online",,English,,,,"[Washington\, D.C.] : Library of Congress\, [1998-]",Yale Internet Resource >> Online Resource|DELIM|5027408,,,"Baseball cards\, 1887-1914",,"Baseball cards,Baseball players","United States,Canada",,,,,http://memory.loc.gov/ammem/bbhtml/bbhome.html,
2906795,2906795,,,,Journals & Newspapers,,English,,20 v.,,"St. Louis\, Mo. : Sporting News Pub. Co. [etc.]",LSF - Request for delivery to any Yale Library >>  NLj28 Of2|DELIM|3195156,,,Baseball guide and record book,,"Baseball,Year-books",,,,,,,
4601216,4601216,,,,Books,078640888X,English,,"viii\, 294 p.",,"Jefferson\, N.C. : McFarland & Co.\, c2000.",LSF - Request for delivery to any Yale Library >>  GV707 B34X 2000 (LC)|DELIM|4992015,,,The McFarland baseball quotations dictionary,,"Baseball players,Sports personnel,Baseball",United States,,,,,,
11569507,11569507,Library of Congress. Congressional Research Service,,,"Books,Online",,English,Access restricted by licensing agreement.,15 p.,,"[S.l] : [s.n.]\, 1995-1996.",Yale Internet Resource >> Online Resource|DELIM|11705184,,,"Baseball\, Economics\, and Public Policy",,"Antitrust law,Labor unions,Strikes and lockouts",,,,,,http://congressional.proquest.com/congcomp/getdoc?CRDC-ID=CRS-1995-ECN-0060~|Z|~Online resource,
4059514,4059514,"Evers\, Johnny",,,Books,,English,,"308 p.\, [18] leaves of plates",,"Chicago : Reilly & Britton Company\, c1910.",LSF- BEINECKE >>  Shirley 2705|DELIM|4426696,,,Baseball in the big leagues,,"National League of Professional Baseball Clubs,American League of Professional Baseball Clubs,Baseball,History","Illinois,Chicago",,,,,,
7448654,7448654,,,,Books,1402736258,English,,"xvi\, 1742 p.",,"New York : Sterling Pub. Co.\, c2006.",LSF - Request for delivery to any Yale Library >>  GV863.A1 A15 2006 (LC) Oversize|DELIM|7965978,,,The 2006 ESPN baseball encyclopedia,,Baseball,United States,,,,,,
11444810,11444810,United States. Congress. Senate. Committee on Interstate and Foreign Commerce. Subcommittee on Televising Baseball Games,,,"Books,Online",,English,Access restricted by licensing agreement.,"iv\, 206 p.",,"Washington : U.S. G.P.O.\, 1953.",Yale Internet Resource >> Online Resource|DELIM|11586041,,,Broadcasting and Televising Baseball Games,,"Radio and baseball,Television and baseball,Law and legislation",United States,,"hearings before the United States Senate Committee on Interstate and Foreign Commerce\, Subcommittee on Televising Baseball Games\, Eighty-Third Congress\, first session\, on May 6-8\, 11\, 12\, 1953",,,http://congressional.proquest.com/congcomp/getdoc?HEARING-ID=HRG-1953-ISF-0004~|Z|~Online resource,
7217790,7217790,,,,Books,1566636558,English,,"xxiv\, 453 p.",,"Chicago : Ivan R. Dee\, c2006.","SML\, Stacks\, LC Classification >>  GV863.A1 K845X 2006 (LC)|DELIM|7741800",,,The best of baseball digest,,"Baseball,History",United States,,"the greatest players\, the greatest games\, the greatest writers from baseball's most exciting years",,,Table of contents~|Z|~http://www.loc.gov/catdir/toc/ecip0516/2005020683.html,
6591770,6591770,"Dewey\, Donald\, 1940-",,,Books,1894963296,English,,"xii\, 436 p.",,"Wilmington\, Del. : Sport Media Pub.\, c2004.","SML\, Stacks\, LC Classification >>  GV865.C434 D49X 2004 (LC)|DELIM|7212481",,,The black prince of baseball,,"Chase\, Hal\, 1883-1947,Baseball players,Baseball,Betting,History",United States,,Hal Chase and the mythology of baseball,,,Table of contents~|Z|~http://www.loc.gov/catdir/toc/ecip0415/2004004329.html,
5956138,5956138,"Miller\, Jon (Jon W.)",,,Books,801863163,English,,281 p.,,"Baltimore : Johns Hopkins University Press\, 2000.",LSF - Request for delivery to any Yale Library >>  GV742.42.M55 A3X 2000 (LC)|DELIM|6660542,,,Confessions of a baseball purist,,"Miller\, Jon (Jon W.),Baltimore Orioles (Baseball team),Sportscasters",United States,,"what's right\, and wrong\, with baseball\, as seen from the best seat in the house",,,,
4711000,4711000,"Kinsella\, W. P.",,,Books,1894345185,English,,218 p.,,"Saskatoon : Thistledown Press\, c2000.","SML\, Stacks\, LC Classification >>  PR9199.3 K552 J36 2000|DELIM|5105045",,,Japanese baseball and other stories,,,,,,,,,
4767759,4767759,,,,Books,765607638,English,,"xviii\, 308 p.",,"Armonk\, N.Y. : M.E. Sharpe\, c2001.",LSF - Request for delivery to any Yale Library >>  GV867.64 B37X 2001 (LC)|DELIM|5163039,,,Baseball and the American dream,,"Baseball,Social aspects",United States,,"race\, class\, gender\, and the national pastime",,,,
3768146,3768146,"Bjarkman\, Peter C.",,,Books,899509738,English,,"x\, 460 p.\, [16] p. of plates",,"Jefferson\, N.C. : McFarland\, c1994.","SML\, Stacks\, LC Classification >>  GV863.155 B53X 1994 (LC)|DELIM|4122700",,,Baseball with a Latin beat,,"Baseball,Baseball players","Latin America,United States",,a history of the Latin American game,,,,
6174697,6174697,"Kirsch\, George B.",,,Books,691057338,English,,"xv\, 145 p.",,"Princeton\, N.J. : Princeton University Press\, 2003.","SML\, Stacks\, LC Classification >>  GV863.A1 K56X 2003 (LC)|DELIM|6853245",,,Baseball in blue and gray,,"Baseball,History",United States,,the national pastime during the Civil War,,,Publisher description~|Z|~http://www.loc.gov/catdir/description/prin031/2002069289.html,
2046442,2046442,"Chadwick\, Lester",,,Books,,English,,"[4]\, 246\, [6] p.\, [4] leaves of plates",,"New York : Cupples & Leon\, c1918.",LSF - Request for delivery to any Yale Library >>  WB 5746|DELIM|2301870,,,Baseball Joe around the world,,,,,"or\, Pitching on a grand tour",,,,
3935410,3935410,"Chadwick\, Lester",,,Books,,English,,"[4]\, 248\, [6] p.\, [4] leaves of plates",,"New York : Cupples & Leon\, c1923.",LSF - Request for delivery to any Yale Library >>  WB 5596|DELIM|4297908,,,Baseball Joe saving the league,,,,,"or\, Breaking up a great conspiracy",,,,
3357611,3357611,"Murdock\, Eugene C. (Eugene Converse)\, 1921-1992",,,Books,887362354,English,,"xxi\, 352 p.",,"Westport\, Conn. : Meckler\, c1991.","SML\, Stacks\, LC Classification >>  GV863 A1 M87X 1991 (LC)|DELIM|3681928",,,Baseball players and their times,,"National League of Professional Baseball Clubs,American League of Professional Baseball Clubs,History,Baseball,Baseball players",United States,,"oral histories of the game\, 1920-1940",,,,
11569459,11569459,Library of Congress. Congressional Research Service,,,"Books,Online",,English,Access restricted by licensing agreement.,25 p.,,"[S.l] : [s.n.]\, 1995-1996.",Yale Internet Resource >> Online Resource|DELIM|11705136,,,Baseball Strike and Federal Policy,,"Antitrust law,Competition,Strikes and lockouts",,,An Economic Analysis,,,http://congressional.proquest.com/congcomp/getdoc?CRDC-ID=CRS-1995-ECN-0012~|Z|~Online resource,
11569647,11569647,Library of Congress. Congressional Research Service,,,"Books,Online",,English,Access restricted by licensing agreement.,26 p.,,"[S.l] : [s.n.]\, 1995-1996.",Yale Internet Resource >> Online Resource|DELIM|11705324,,,Baseball Strike and Federal Policy,,"Competition,Strikes and lockouts,Wages",,,An Economic Analysis,,,http://congressional.proquest.com/congcomp/getdoc?CRDC-ID=CRS-1995-ECN-0203~|Z|~Online resource,
10102932,10102932,,,,Books,"97,807,864,479,090,700,000,000",English,,"viii\, 342 p.",,"Jefferson\, N.C. : McFarland & Co.\, 2011.","SML\, Starr Main Reference Room (Non-Circulating) >>  GV707 .B34X 2011 (LC)|DELIM|10384747",,,The McFarland baseball quotations dictionary,,"Baseball players,Sports personnel,Baseball",United States,,,,,,
4578038,4578038,,,,Journals & Newspapers,,English,,v.,,"New Haven\, Conn. : Office of Sports Information\,","LSF-Use in SML\, Manuscripts and Archives only (Non-Circ) >>  Yed5 B3M|DELIM|4967880,LSF-Use in SML\, Manuscripts and Archives only (Non-Circ) >>  Yed5 B3M|DELIM|4967881",,,Yale University baseball media guide,,"Yale University,Sports,Baseball",,,,,,,
12416223,12416223,"Thorn\, John\, 1947-",,,Books,"9780226242484,022624248X",English,,"xx\, 432 pages",,"Chicago ; London : The University of Chicago Press\, [2015]","SML\, Stacks\, LC Classification >>  GV867 .T49X 2015 (LC)|DELIM|12567747",,,The hidden game of baseball,,Baseball,,,a revolutionary approach to baseball and its statistics,,,,
12263932,12263932,"Kirsch\, George B.",,,"Books,Online",9.7814E+12,English,Access restricted by licensing agreement.,1 online resource (164 pages),,"Princeton\, New Jersey : Princeton University Press\, 2003.",Yale Internet Resource >> Online Resource|DELIM|12433524,,,Baseball in blue and gray,,"Baseball,Ball games,History",United States,,the national pastime during the Civil War,,,Online book~|Z|~http://site.ebrary.com/lib/yale/Doc?id=10777530,
6830120,6830120,"Block\, David\, 1944-",,,Books,803213395,English,,"xxv\, 340 p.\, [12] p. of plates",,"Lincoln : University of Nebraska Press\, c2005.","SML\, Stacks\, LC Classification >>  GV862.5 .B56X 2005 (LC)|DELIM|7408110",,,Baseball before we knew it,,"Baseball,History",,,a search for the roots of the game,,,Table of contents~|Z|~http://www.loc.gov/catdir/toc/ecip0420/2004016099.html,
